# background genes,# genes,category,chart color,description,FDR value,genes,network.SUID,nodes.SUID,p-value,PMID,term name,transferred FDR value,year,FDR (-log10)
3362,17,UniProt Keywords,,Acetylation,3.83E-05,SMAD2|CDK2|TP53|PLK1|CEBPB|SMAD1|CASP3|SMAD3|MYB|E2F1|E2F4|CDK1|SUMO2|SMAD5|AKT1|MYC|CTNNB1,10163,10267|10303|10291|10297|10312|10282|10333|10252|10288|10264|10321|10327|10273|10258|10330|10318|10285,2.85E-07,,KW-0007,0.441680123,0,4.416801226
476,8,COMPARTMENTS,,Chromatin,3.84E-05,CSNK2A1|SMAD2|TP53|SMAD3|E2F1|E2F4|MYC|CTNNB1,10163,10306|10267|10291|10252|10264|10321|10318|10285,2.50E-07,,GOCC:0000785,0.441566878,0,4.415668776
9,3,GO Biological Process,,Embryonic foregut morphogenesis,4.11E-05,SMAD2|SMAD3|CTNNB1,10163,10267|10252|10285,5.59E-07,,GO:0048617,0.438615818,0,4.386158178
72,4,KEGG Pathways,,p53 signaling pathway,4.21E-05,CDK2|TP53|CASP3|CDK1,10163,10303|10291|10333|10327,3.88E-06,,hsa04115,0.43757179,0,4.375717904
216,6,GO Biological Process,,Anterior/posterior pattern specification,4.24E-05,SMAD2|TP53|SMAD3|BMPR1A|SKI|CTNNB1,10163,10267|10291|10252|10300|10270|10285,5.82E-07,,GO:0009952,0.437263414,0,4.372634143
15,3,WikiPathways,,miRNAs involved in DNA damage response,4.35E-05,TP53|E2F1|MYC,10163,10291|10264|10318,2.06E-06,,WP1545,0.436151074,0,4.361510743
434,7,WikiPathways,,Malignant pleural mesothelioma,4.35E-05,CSNK2A1|CDK2|TP53|E2F1|AKT1|MYC|CTNNB1,10163,10306|10303|10291|10264|10330|10318|10285,2.10E-06,,WP5087,0.436151074,0,4.361510743
44,4,GO Biological Process,,Positive regulation of bone mineralization,4.39E-05,SMAD3|BMPR1A|BMPR1B|ACVR1,10163,10252|10300|10294|10279,6.05E-07,,GO:0030501,0.435753548,0,4.35753548
17,4,DISEASES,,Colon cancer,4.39E-05,TP53|AKT1|MYC|CTNNB1,10163,10291|10330|10318|10285,1.91E-08,,DOID:219,0.435753548,0,4.35753548
17,4,DISEASES,,Hepatocellular carcinoma,4.39E-05,TP53|AKT1|MYC|CTNNB1,10163,10291|10330|10318|10285,1.91E-08,,DOID:684,0.435753548,0,4.35753548
62,4,WikiPathways,,DYRK1A,4.41E-05,RBL2|TP53|CASP3|E2F4,10163,10276|10291|10333|10321,2.20E-06,,WP5180,0.435556141,0,4.355561411
1572,12,GO Biological Process,,Cellular response to stress,4.47E-05,STUB1|CDK2|TP53|PLK1|CEBPB|PRKACA|CASP3|SMAD3|E2F1|CDK1|AKT1|MYC,10163,10315|10303|10291|10297|10312|10261|10333|10252|10264|10327|10330|10318,6.22E-07,,GO:0033554,0.434969248,0,4.349692477
63,4,WikiPathways,,Endometrial cancer,4.57E-05,TP53|AKT1|MYC|CTNNB1,10163,10291|10330|10318|10285,2.34E-06,,WP4155,0.43400838,0,4.3400838
150,5,WikiPathways,,Hepatitis B infection,4.57E-05,SMAD2|CASP3|SMAD3|AKT1|MYC,10163,10267|10333|10252|10330|10318,2.38E-06,,WP4666,0.43400838,0,4.3400838
5,3,GO Molecular Function,,"Transforming growth factor beta receptor activity, type I",4.69E-05,BMPR1A|BMPR1B|ACVR1,10163,10300|10294|10279,1.43E-07,,GO:0005025,0.432882716,0,4.328827157
756,9,GO Biological Process,,Gamete generation,4.80E-05,PLK1|SMAD1|PRKACA|E2F1|BMPR1B|ACVR1|SMAD5|AKT1|CTNNB1,10163,10297|10282|10261|10264|10294|10279|10258|10330|10285,6.73E-07,,GO:0007276,0.431875876,0,4.318758763
365,7,GO Biological Process,,Regulation of apoptotic signaling pathway,4.80E-05,CSNK2A1|TP53|BMPR1B|ACVR1|AKT1|MYC|CTNNB1,10163,10306|10291|10294|10279|10330|10318|10285,6.74E-07,,GO:2001233,0.431875876,0,4.318758763
108,5,TISSUES,,Leukemia cell line,4.84E-05,RBL2|CASP3|E2F4|AKT1|MYC,10163,10276|10333|10321|10330|10318,4.99E-07,,BTO:0000737,0.431515464,0,4.315154638
65,4,WikiPathways,,Pathways affected in adenoid cystic carcinoma,4.90E-05,TP53|MYB|AKT1|MYC,10163,10291|10288|10330|10318,2.63E-06,,WP3651,0.430980392,0,4.30980392
154,5,WikiPathways,,Sudden infant death syndrome (SIDS) susceptibility pathways,4.91E-05,CEBPB|PRKACA|CASP3|MYB|CTNNB1,10163,10312|10261|10333|10288|10285,2.70E-06,,WP706,0.430891851,0,4.308918508
66,4,WikiPathways,,AGE/RAGE pathway,4.95E-05,SMAD2|CASP3|SMAD3|AKT1,10163,10267|10333|10252|10330,2.79E-06,,WP2324,0.43053948,0,4.305394801
17,3,WikiPathways,,TGF-beta signaling in thyroid cells for epithelial-mesenchymal transition,4.99E-05,SMAD2|SMAD3|AKT1,10163,10267|10252|10330,2.87E-06,,WP3859,0.430189945,0,4.301899454
17,3,WikiPathways,,Canonical and non-canonical TGF-B signaling,4.99E-05,SMAD2|SMAD3|BMPR1A,10163,10267|10252|10300,2.87E-06,,WP3874,0.430189945,0,4.301899454
68,4,WikiPathways,,RAC1/PAK1/p38/MMP2 pathway,5.19E-05,TP53|AKT1|MYC|CTNNB1,10163,10291|10330|10318|10285,3.13E-06,,WP3303,0.428483264,0,4.284832642
9,3,TISSUES,,MDA-MB-231 cell,5.21E-05,TP53|CASP3|AKT1,10163,10291|10333|10330,5.59E-07,,BTO:0000815,0.428316228,0,4.283162277
160,5,WikiPathways,,Epithelial to mesenchymal transition in colorectal cancer,5.27E-05,SMAD2|TP53|SMAD3|AKT1|CTNNB1,10163,10267|10291|10252|10330|10285,3.24E-06,,WP4239,0.427818938,0,4.278189385
375,7,GO Biological Process,,Positive regulation of proteolysis,5.67E-05,STUB1|CASP6|PLK1|SMAD3|SUMO2|AKT1|MYC,10163,10315|10309|10297|10252|10273|10330|10318,8.06E-07,,GO:0045862,0.424641694,0,4.246416941
47,4,Reactome Pathways,,Cyclin D associated events in G1,5.71E-05,RBL2|CDK2|E2F1|E2F4,10163,10276|10303|10264|10321,7.75E-07,,HSA-69231,0.424336389,0,4.243363892
1409,12,GO Molecular Function,,RNA polymerase II transcription regulatory region sequence-specific DNA binding,5.78E-05,RBL2|SMAD2|TP53|CEBPB|SMAD1|SMAD3|MYB|E2F1|SKI|E2F4|SMAD5|MYC,10163,10276|10267|10291|10312|10282|10252|10288|10264|10270|10321|10258|10318,1.91E-07,,GO:0000977,0.423807216,0,4.238072162
458,8,GO Molecular Function,,"DNA-binding transcription activator activity, RNA polymerase II-specific",5.78E-05,SMAD2|TP53|CEBPB|SMAD1|SMAD3|MYB|E2F4|MYC,10163,10267|10291|10312|10282|10252|10288|10321|10318,1.87E-07,,GO:0001228,0.423807216,0,4.238072162
5,3,STRING Clusters,,Activin types I and II receptor domain,5.94E-05,BMPR1A|BMPR1B|ACVR1,10163,10300|10294|10279,1.43E-07,,CL:21282,0.422621356,0,4.226213555
8,3,COMPARTMENTS,,PCNA complex,6.03E-05,CDK2|TP53|CASP3,10163,10303|10291|10333,4.19E-07,,GOCC:0043626,0.421968269,0,4.219682688
72,4,WikiPathways,,Non-small cell lung cancer,6.19E-05,TP53|CASP3|E2F1|AKT1,10163,10291|10333|10264|10330,3.88E-06,,WP4255,0.420830935,0,4.208309351
72,4,WikiPathways,,Head and neck squamous cell carcinoma,6.19E-05,TP53|E2F1|AKT1|CTNNB1,10163,10291|10264|10330|10285,3.88E-06,,WP4674,0.420830935,0,4.208309351
11,3,GO Biological Process,,Dorsal/ventral axis specification,6.43E-05,SMAD2|BMPR1A|CTNNB1,10163,10267|10300|10285,9.22E-07,,GO:0009950,0.419178903,0,4.191789027
11,3,GO Biological Process,,Paraxial mesoderm morphogenesis,6.43E-05,SMAD2|SMAD3|BMPR1A,10163,10267|10252|10300,9.22E-07,,GO:0048340,0.419178903,0,4.191789027
6490,22,GO Biological Process,,Multicellular organismal process,6.79E-05,CYP27B1|SMAD2|RCOR1|TP53|PLK1|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|MYB|E2F1|BMPR1A|SKI|E2F4|CDK1|BMPR1B|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10255|10267|10324|10291|10297|10312|10282|10261|10333|10252|10288|10264|10300|10270|10321|10327|10294|10279|10258|10330|10318|10285,9.83E-07,,GO:0032501,0.416813023,0,4.168130226
4,3,DISEASES,,Nasopharynx carcinoma,6.84E-05,TP53|AKT1|MYC,10163,10291|10330|10318,8.93E-08,,DOID:9261,0.41649439,0,4.164943898
9,3,COMPARTMENTS,,BMP receptor complex,7.14E-05,BMPR1A|BMPR1B|ACVR1,10163,10300|10294|10279,5.59E-07,,GOCC:0070724,0.414630179,0,4.146301788
51,4,GO Biological Process,,Positive regulation of epithelial to mesenchymal transition,7.25E-05,SMAD2|SMAD3|ACVR1|CTNNB1,10163,10267|10252|10279|10285,1.05E-06,,GO:0010718,0.413966199,0,4.139661993
1058,10,GO Biological Process,,Response to nitrogen compound,7.62E-05,STUB1|CASP6|CDK2|TP53|CEBPB|PRKACA|CASP3|CDK1|AKT1|CTNNB1,10163,10315|10309|10303|10291|10312|10261|10333|10327|10330|10285,1.11E-06,,GO:1901698,0.411804503,0,4.118045029
11,3,TISSUES,,MCF-7 cell,7.72E-05,TP53|CASP3|AKT1,10163,10291|10333|10330,9.22E-07,,BTO:0000093,0.41123827,0,4.1123827
484,8,GO Molecular Function,,DNA-binding transcription factor binding,7.76E-05,SMAD2|TP53|CEBPB|SMAD3|E2F1|SKI|MYC|CTNNB1,10163,10267|10291|10312|10252|10264|10270|10318|10285,2.83E-07,,GO:0140297,0.411013828,0,4.110138279
52,4,Reactome Pathways,,Intrinsic Pathway for Apoptosis,7.84E-05,TP53|CASP3|E2F1|AKT1,10163,10291|10333|10264|10330,1.13E-06,,HSA-109606,0.410568394,0,4.105683937
2299,14,UniProt Keywords,,Transcription regulation,8.07E-05,CSNK2A1|RBL2|SMAD2|RCOR1|TP53|CEBPB|SMAD1|SMAD3|MYB|E2F1|E2F4|SMAD5|MYC|CTNNB1,10163,10306|10276|10267|10324|10291|10312|10282|10252|10288|10264|10321|10258|10318|10285,7.21E-07,,KW-0805,0.409312647,0,4.093126465
2369,14,TISSUES,,Embryonic structure,8.14E-05,STUB1|RBL2|SMAD2|CDK2|TP53|PLK1|CEBPB|CASP3|SMAD3|MYB|BMPR1A|ACVR1|MYC|CTNNB1,10163,10315|10276|10267|10303|10291|10297|10312|10333|10252|10288|10300|10279|10318|10285,1.04E-06,,BTO:0000174,0.40893756,0,4.089375595
7,3,SMART Domains,,GS motif,8.35E-05,BMPR1A|BMPR1B|ACVR1,10163,10300|10294|10279,3.05E-07,,SM00467,0.407831352,0,4.078313525
29,4,DISEASES,,Pancreatic cancer,8.48E-05,TP53|AKT1|MYC|CTNNB1,10163,10291|10330|10318|10285,1.29E-07,,DOID:1793,0.407160415,0,4.071604148
1196,11,GO Molecular Function,,RNA polymerase II cis-regulatory region sequence-specific DNA binding,8.66E-05,SMAD2|TP53|CEBPB|SMAD1|SMAD3|MYB|E2F1|SKI|E2F4|SMAD5|MYC,10163,10267|10291|10312|10282|10252|10288|10264|10270|10321|10258|10318,3.51E-07,,GO:0000978,0.406248211,0,4.062482108
10,3,COMPARTMENTS,,Tubulin complex,8.79E-05,CASP3|AKT1|MYC,10163,10333|10330|10318,7.25E-07,,GOCC:0045298,0.405601112,0,4.056011125
2804,15,TISSUES,,Internal female genital organ,8.84E-05,CSNK2A1|RBL2|SMAD2|CDK2|TP53|PLK1|CEBPB|SMAD3|BMPR1A|BMPR1B|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10306|10276|10267|10303|10291|10297|10312|10252|10300|10294|10279|10258|10330|10318|10285,1.20E-06,,BTO:0003099,0.405354773,0,4.053547735
54,4,GO Biological Process,,Mesenchyme morphogenesis,8.91E-05,SMAD2|SMAD3|BMPR1A|ACVR1,10163,10267|10252|10300|10279,1.31E-06,,GO:0072132,0.40501223,0,4.050122296
8,3,GO Molecular Function,,DEAD/H-box RNA helicase binding,9.22E-05,SMAD1|SMAD3|SMAD5,10163,10282|10252|10258,4.19E-07,,GO:0017151,0.403526908,0,4.035269079
31,4,DISEASES,,Stomach cancer,9.47E-05,TP53|AKT1|MYC|CTNNB1,10163,10291|10330|10318|10285,1.65E-07,,DOID:10534,0.402365002,0,4.023650021
13,3,GO Biological Process,,Primary miRNA processing,9.57E-05,SMAD2|SMAD1|SMAD3,10163,10267|10282|10252,1.42E-06,,GO:0031053,0.401908806,0,4.019088062
1702,12,Reactome Pathways,,Disease,9.72E-05,CYP27B1|SMAD2|RCOR1|CDK2|TP53|CEBPB|PRKACA|SMAD3|E2F1|AKT1|MYC|CTNNB1,10163,10255|10267|10324|10303|10291|10312|10261|10252|10264|10330|10318|10285,1.45E-06,,HSA-1643685,0.401233374,0,4.012333735
82,4,WikiPathways,,Glioblastoma signaling pathways,9.74E-05,CDK2|TP53|E2F1|AKT1,10163,10303|10291|10264|10330,6.36E-06,,WP2261,0.401144104,0,4.011441043
835,9,GO Biological Process,,Cell cycle process,1.00E-04,CYP27B1|CDK2|TP53|PLK1|E2F1|E2F4|CDK1|MYC|CTNNB1,10163,10255|10303|10291|10297|10264|10321|10327|10318|10285,1.53E-06,,GO:0022402,0.4,0,4
136,5,GO Biological Process,,Cellular response to decreased oxygen levels,1.00E-04,STUB1|TP53|E2F1|AKT1|MYC,10163,10315|10291|10264|10330|10318,1.50E-06,,GO:0036294,0.4,0,4
412,7,GO Biological Process,,Developmental growth,1.00E-04,SMAD2|TP53|SMAD1|SMAD3|BMPR1A|BMPR1B|CTNNB1,10163,10267|10291|10282|10252|10300|10294|10285,1.49E-06,,GO:0048589,0.4,0,4
138,5,Reactome Pathways,,PTEN Regulation,1.00E-04,CSNK2A1|STUB1|RCOR1|TP53|AKT1,10163,10306|10315|10324|10291|10330,1.60E-06,,HSA-6807070,0.4,0,4
140,5,GO Biological Process,,Regulation of transforming growth factor beta receptor signaling pathway,1.10E-04,STUB1|SMAD2|TP53|SMAD3|SKI,10163,10315|10267|10291|10252|10270,1.72E-06,,GO:0017015,0.395860731,0,3.958607315
417,7,GO Biological Process,,Cellular process involved in reproduction in multicellular organism,1.10E-04,PLK1|PRKACA|BMPR1B|ACVR1|SMAD5|AKT1|CTNNB1,10163,10297|10261|10294|10279|10258|10330|10285,1.62E-06,,GO:0022412,0.395860731,0,3.958607315
1406,11,GO Biological Process,,Homeostatic process,1.10E-04,CYP27B1|RCOR1|SMAD1|PRKACA|CASP3|MYB|E2F4|SMAD5|AKT1|MYC|CTNNB1,10163,10255|10324|10282|10261|10333|10288|10321|10258|10330|10318|10285,1.73E-06,,GO:0042592,0.395860731,0,3.958607315
5191,20,GO Cellular Component,,Intracellular non-membrane-bounded organelle,1.10E-04,CSNK2A1|STUB1|RBL2|SMAD2|CASP6|CDK2|TP53|PLK1|CEBPB|SMAD1|PRKACA|SMAD3|E2F1|SKI|E2F4|CDK1|SMAD5|AKT1|MYC|CTNNB1,10163,10306|10315|10276|10267|10309|10303|10291|10297|10312|10282|10261|10252|10264|10270|10321|10327|10258|10330|10318|10285,8.27E-07,,GO:0043232,0.395860731,0,3.958607315
94,4,KEGG Pathways,,Endocrine resistance,1.10E-04,TP53|PRKACA|E2F1|AKT1,10163,10291|10261|10264|10330,1.07E-05,,hsa01522,0.395860731,0,3.958607315
14,3,Reactome Pathways,,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,1.10E-04,CDK2|TP53|E2F1,10163,10303|10291|10264,1.72E-06,,HSA-6804116,0.395860731,0,3.958607315
14,3,Reactome Pathways,,Formation of axial mesoderm,1.10E-04,SMAD2|SMAD3|CTNNB1,10163,10267|10252|10285,1.72E-06,,HSA-9796292,0.395860731,0,3.958607315
336,6,WikiPathways,,PI3K-Akt signaling pathway,1.10E-04,RBL2|CDK2|TP53|MYB|AKT1|MYC,10163,10276|10303|10291|10288|10330|10318,7.09E-06,,WP4172,0.395860731,0,3.958607315
263,6,GO Biological Process,,Myeloid cell differentiation,1.20E-04,RCOR1|CEBPB|CASP3|MYB|SMAD5|CTNNB1,10163,10324|10312|10333|10288|10258|10285,1.78E-06,,GO:0030099,0.392081875,0,3.920818754
143,5,GO Biological Process,,Regulation of proteasomal ubiquitin-dependent protein catabolic process,1.20E-04,STUB1|CDK2|PLK1|SUMO2|AKT1,10163,10315|10303|10297|10273|10330,1.90E-06,,GO:0032434,0.392081875,0,3.920818754
96,4,KEGG Pathways,,AGE-RAGE signaling pathway in diabetic complications,1.20E-04,SMAD2|CASP3|SMAD3|AKT1,10163,10267|10333|10252|10330,1.16E-05,,hsa04933,0.392081875,0,3.920818754
25,3,WikiPathways,,Differentiation of white and brown adipocyte,1.20E-04,CEBPB|SMAD1|SMAD5,10163,10312|10282|10258,8.19E-06,,WP2895,0.392081875,0,3.920818754
631,8,GO Biological Process,,Mitotic cell cycle,1.30E-04,CDK2|TP53|PLK1|MYB|E2F1|E2F4|CDK1|MYC,10163,10303|10291|10297|10288|10264|10321|10327|10318,2.03E-06,,GO:0000278,0.388605665,0,3.886056648
90,4,WikiPathways,,Androgen receptor signaling pathway,1.30E-04,STUB1|SMAD3|AKT1|CTNNB1,10163,10315|10252|10330|10285,9.07E-06,,WP138,0.388605665,0,3.886056648
26,3,WikiPathways,,Wnt/beta-catenin signaling pathway in leukemia,1.30E-04,AKT1|MYC|CTNNB1,10163,10330|10318|10285,9.13E-06,,WP3658,0.388605665,0,3.886056648
637,8,GO Biological Process,,Cellular response to nitrogen compound,1.40E-04,CASP6|CDK2|TP53|CEBPB|PRKACA|CASP3|AKT1|CTNNB1,10163,10309|10303|10291|10312|10261|10333|10330|10285,2.18E-06,,GO:1901699,0.385387196,0,3.853871964
1931,13,GO Molecular Function,,Transcription regulator activity,1.40E-04,SMAD2|RCOR1|TP53|CEBPB|SMAD1|SMAD3|MYB|E2F1|SKI|E2F4|SMAD5|MYC|CTNNB1,10163,10267|10324|10291|10312|10282|10252|10288|10264|10270|10321|10258|10318|10285,7.18E-07,,GO:0140110,0.385387196,0,3.853871964
8122,24,UniProt Keywords,,Phosphoprotein,1.40E-04,CSNK2A1|STUB1|RBL2|SMAD2|RCOR1|CASP6|CDK2|TP53|PLK1|CEBPB|SMAD1|PRKACA|CASP3|SMAD3|MYB|E2F1|SKI|E2F4|CDK1|ACVR1|SMAD5|AKT1|MYC|CTNNB1,10163,10306|10315|10276|10267|10324|10309|10303|10291|10297|10312|10282|10261|10333|10252|10288|10264|10270|10321|10327|10279|10258|10330|10318|10285,1.62E-06,,KW-0597,0.385387196,0,3.853871964
92,4,WikiPathways,,TNF-alpha signaling pathway,1.40E-04,CSNK2A1|PLK1|CASP3|AKT1,10163,10306|10297|10333|10330,9.86E-06,,WP231,0.385387196,0,3.853871964
278,6,GO Biological Process,,Response to hypoxia,1.50E-04,STUB1|TP53|CASP3|SMAD3|E2F1|MYC,10163,10315|10291|10333|10252|10264|10318,2.44E-06,,GO:0001666,0.382390874,0,3.823908741
280,6,Reactome Pathways,,Deubiquitination,1.50E-04,SMAD2|TP53|SMAD1|SMAD3|CDK1|MYC,10163,10267|10291|10282|10252|10327|10318,2.54E-06,,HSA-5688426,0.382390874,0,3.823908741
65,4,Reactome Pathways,,FOXO-mediated transcription,1.50E-04,RBL2|SMAD2|SMAD3|AKT1,10163,10276|10267|10252|10330,2.63E-06,,HSA-9614085,0.382390874,0,3.823908741
825,9,GO Cellular Component,,Microtubule organizing center,1.60E-04,CDK2|TP53|PLK1|PRKACA|E2F1|SKI|CDK1|AKT1|CTNNB1,10163,10303|10291|10297|10261|10264|10270|10327|10330|10285,1.38E-06,,GO:0005815,0.379588002,0,3.795880017
17,3,Reactome Pathways,,FOXO-mediated transcription of cell cycle genes,1.60E-04,RBL2|SMAD2|SMAD3,10163,10276|10267|10252,2.87E-06,,HSA-9617828,0.379588002,0,3.795880017
17,3,Reactome Pathways,,Germ layer formation at gastrulation,1.60E-04,SMAD2|SMAD3|CTNNB1,10163,10267|10252|10285,2.87E-06,,HSA-9754189,0.379588002,0,3.795880017
155,5,Reactome Pathways,,Factors involved in megakaryocyte development and platelet production,1.60E-04,RCOR1|CDK2|TP53|PRKACA|MYB,10163,10324|10303|10291|10261|10288,2.79E-06,,HSA-983231,0.379588002,0,3.795880017
1710,12,COMPARTMENTS,,Catalytic complex,1.70E-04,CSNK2A1|STUB1|RCOR1|CASP6|CDK2|TP53|PRKACA|CASP3|CDK1|ACVR1|SUMO2|AKT1,10163,10306|10315|10324|10309|10303|10291|10261|10333|10327|10279|10273|10330,1.52E-06,,GOCC:1902494,0.376955108,0,3.769551079
282,6,GO Biological Process,,Sex differentiation,1.70E-04,CEBPB|CASP3|BMPR1A|BMPR1B|SMAD5|CTNNB1,10163,10312|10333|10300|10294|10258|10285,2.64E-06,,GO:0007548,0.376955108,0,3.769551079
609,8,GO Cellular Component,,Centrosome,1.70E-04,CDK2|TP53|PLK1|PRKACA|E2F1|SKI|CDK1|CTNNB1,10163,10303|10291|10297|10261|10264|10270|10327|10285,1.56E-06,,GO:0005813,0.376955108,0,3.769551079
11,3,GO Molecular Function,,co-SMAD binding,1.70E-04,SMAD2|SMAD1|SMAD3,10163,10267|10282|10252,9.22E-07,,GO:0070410,0.376955108,0,3.769551079
16,3,TISSUES,,Ovary adenocarcinoma cell line,1.70E-04,TP53|CASP3|AKT1,10163,10291|10333|10330,2.44E-06,,BTO:0001882,0.376955108,0,3.769551079
159,5,Reactome Pathways,,Regulation of TP53 Activity,1.70E-04,CSNK2A1|CDK2|TP53|CDK1|AKT1,10163,10306|10303|10291|10327|10330,3.15E-06,,HSA-5633007,0.376955108,0,3.769551079
98,4,WikiPathways,,Hippo signaling regulation pathways,1.70E-04,SMAD2|PRKACA|SMAD3|CTNNB1,10163,10267|10261|10252|10285,1.25E-05,,WP4540,0.376955108,0,3.769551079
3931,17,GO Biological Process,,Regulation of response to stimulus,1.80E-04,CSNK2A1|STUB1|CYP27B1|SMAD2|CASP6|TP53|CEBPB|PRKACA|SMAD3|MYB|BMPR1A|SKI|BMPR1B|ACVR1|AKT1|MYC|CTNNB1,10163,10306|10315|10255|10267|10309|10291|10312|10261|10252|10288|10300|10270|10294|10279|10330|10318|10285,2.81E-06,,GO:0048583,0.374472749,0,3.744727495
100,4,WikiPathways,,Neural crest differentiation,1.80E-04,SMAD1|MYB|MYC|CTNNB1,10163,10282|10288|10318|10285,1.35E-05,,WP2064,0.374472749,0,3.744727495
100,4,WikiPathways,,Burn wound healing,1.80E-04,TP53|CASP3|SMAD3|AKT1,10163,10291|10333|10252|10330,1.35E-05,,WP5055,0.374472749,0,3.744727495
651,8,UniProt Keywords,,Cell cycle,1.90E-04,CSNK2A1|RBL2|CDK2|TP53|PLK1|E2F1|E2F4|CDK1,10163,10306|10276|10303|10291|10297|10264|10321|10327,2.55E-06,,KW-0131,0.37212464,0,3.721246399
31,3,WikiPathways,,Gastric cancer network 2,1.90E-04,TP53|MYC|CTNNB1,10163,10291|10318|10285,1.49E-05,,WP2363,0.37212464,0,3.721246399
31,3,WikiPathways,,Regucalcin in proximal tubule epithelial kidney cells,1.90E-04,SMAD2|CASP3|AKT1,10163,10267|10333|10330,1.49E-05,,WP4838,0.37212464,0,3.721246399
1191,10,GO Biological Process,,Positive regulation of catalytic activity,2.00E-04,STUB1|CYP27B1|CASP6|PLK1|SMAD3|BMPR1A|BMPR1B|AKT1|MYC|CTNNB1,10163,10315|10255|10309|10297|10252|10300|10294|10330|10318|10285,3.22E-06,,GO:0043085,0.369897,0,3.698970004
1368,11,GO Molecular Function,,"DNA-binding transcription factor activity, RNA polymerase II-specific",2.00E-04,SMAD2|TP53|CEBPB|SMAD1|SMAD3|MYB|E2F1|SKI|E2F4|SMAD5|MYC,10163,10267|10291|10312|10282|10252|10288|10264|10270|10321|10258|10318,1.32E-06,,GO:0000981,0.369897,0,3.698970004
7,3,InterPro Domains,,GS domain,2.00E-04,BMPR1A|BMPR1B|ACVR1,10163,10300|10294|10279,3.05E-07,,IPR003605,0.369897,0,3.698970004
1094,10,GO Molecular Function,,Protein dimerization activity,2.20E-04,STUB1|TP53|CEBPB|SMAD3|E2F1|BMPR1A|E2F4|ACVR1|AKT1|MYC,10163,10315|10291|10312|10252|10264|10300|10321|10279|10330|10318,1.50E-06,,GO:0046983,0.365757732,0,3.657577319
306,6,Reactome Pathways,,Intracellular signaling by second messengers,2.20E-04,CSNK2A1|STUB1|RCOR1|TP53|PRKACA|AKT1,10163,10306|10315|10324|10291|10261|10330,4.19E-06,,HSA-9006925,0.365757732,0,3.657577319
1525,11,GO Biological Process,,Positive regulation of signal transduction,2.30E-04,CSNK2A1|CYP27B1|SMAD2|TP53|SMAD3|BMPR1A|SKI|BMPR1B|ACVR1|MYC|CTNNB1,10163,10306|10255|10267|10291|10252|10300|10270|10294|10279|10318|10285,3.82E-06,,GO:0009967,0.363827216,0,3.638272164
304,6,GO Biological Process,,Positive regulation of DNA metabolic process,2.40E-04,CDK2|CASP3|CDK1|AKT1|MYC|CTNNB1,10163,10303|10333|10327|10330|10318|10285,4.04E-06,,GO:0051054,0.361978876,0,3.619788758
167,5,GO Biological Process,,Cartilage development,2.40E-04,SMAD1|BMPR1A|BMPR1B|SMAD5|CTNNB1,10163,10282|10300|10294|10258|10285,3.97E-06,,GO:0051216,0.361978876,0,3.619788758
72,4,GO Biological Process,,Regulation of cartilage development,2.40E-04,SMAD1|SMAD3|BMPR1B|CTNNB1,10163,10282|10252|10294|10285,3.88E-06,,GO:0061035,0.361978876,0,3.619788758
166,5,GO Biological Process,,Intrinsic apoptotic signaling pathway,2.40E-04,CASP6|TP53|CEBPB|CASP3|E2F1,10163,10309|10291|10312|10333|10264,3.86E-06,,GO:0097193,0.361978876,0,3.619788758
37,3,KEGG Pathways,,Thyroid cancer,2.40E-04,TP53|MYC|CTNNB1,10163,10291|10318|10285,2.44E-05,,hsa05216,0.361978876,0,3.619788758
307,6,GO Biological Process,,Germ cell development,2.50E-04,PRKACA|BMPR1B|ACVR1|SMAD5|AKT1|CTNNB1,10163,10261|10294|10279|10258|10330|10285,4.27E-06,,GO:0007281,0.360205999,0,3.602059991
1547,11,GO Biological Process,,Response to oxygen-containing compound,2.60E-04,CYP27B1|SMAD2|CDK2|TP53|CEBPB|PRKACA|CASP3|E2F1|CDK1|AKT1|CTNNB1,10163,10255|10267|10303|10291|10312|10261|10333|10264|10327|10330|10285,4.38E-06,,GO:1901700,0.358502665,0,3.585026652
75,4,GO Biological Process,,Negative regulation of G1/S transition of mitotic cell cycle,2.70E-04,RBL2|CDK2|TP53|ACVR1,10163,10276|10303|10291|10279,4.53E-06,,GO:2000134,0.356863624,0,3.568636236
121,4,KEGG Pathways,,Oocyte meiosis,2.70E-04,CDK2|PLK1|PRKACA|CDK1,10163,10303|10297|10261|10327,2.80E-05,,hsa04114,0.356863624,0,3.568636236
963,9,GO Biological Process,,Response to organonitrogen compound,2.80E-04,STUB1|CASP6|TP53|CEBPB|PRKACA|CASP3|CDK1|AKT1|CTNNB1,10163,10315|10309|10291|10312|10261|10333|10327|10330|10285,4.88E-06,,GO:0010243,0.355284197,0,3.552841969
1560,11,GO Biological Process,,Regulation of protein modification process,2.80E-04,STUB1|TP53|PLK1|CASP3|MYB|BMPR1A|SKI|BMPR1B|ACVR1|AKT1|CTNNB1,10163,10315|10291|10297|10333|10288|10300|10270|10294|10279|10330|10285,4.75E-06,,GO:0031399,0.355284197,0,3.552841969
